422, 12, 692, 285, 242, 602
422, 6, 910, 354, 130, 439
423, 12, 660, 271, 276, 632
423, 6, 910, 345, 136, 435
424, 12, 647, 274, 283, 634
424, 6, 911, 358, 158, 411
425, 12, 646, 280, 270, 632
425, 6, 921, 361, 161, 405
426, 12, 647, 276, 260, 634
426, 6, 942, 358, 153, 431
427, 12, 646, 274, 251, 641
427, 6, 939, 361, 164, 426
428, 12, 642, 273, 241, 649
428, 6, 940, 356, 169, 433
429, 12, 624, 270, 239, 653
429, 6, 950, 358, 170, 429
430, 12, 603, 269, 244, 651
430, 6, 966, 360, 150, 408
431, 12, 598, 276, 233, 639
431, 6, 977, 368, 149, 408
432, 12, 565, 260, 253, 675
432, 6, 1000, 367, 135, 414
433, 12, 557, 258, 241, 679
433, 6, 1019, 359, 122, 424
434, 12, 546, 266, 242, 677
434, 6, 1028, 350, 121, 425
435, 12, 527, 271, 246, 659
435, 6, 1031, 354, 128, 411
436, 12, 509, 275, 254, 670
436, 6, 1029, 353, 131, 409
437, 12, 487, 268, 268, 690
437, 6, 1056, 368, 127, 389
438, 12, 459, 269, 305, 689
438, 6, 1059, 368, 132, 391
439, 12, 464, 272, 295, 681
439, 6, 1061, 380, 133, 384
440, 12, 421, 249, 319, 724
440, 6, 1069, 367, 131, 391
441, 12, 407, 241, 316, 740
441, 6, 1070, 374, 139, 377
442, 12, 395, 235, 307, 743
442, 6, 1078, 376, 136, 392
443, 12, 381, 220, 299, 772
443, 6, 1095, 374, 128, 373
444, 12, 361, 207, 302, 789
444, 6, 1117, 362, 110, 402
445, 12, 345, 205, 303, 790
445, 6, 1125, 367, 110, 391
446, 12, 327, 194, 313, 810
446, 6, 1130, 373, 113, 374
447, 12, 297, 201, 329, 809
447, 6, 1137, 366, 112, 385
448, 12, 260, 192, 364, 824
448, 6, 1142, 366, 116, 382
449, 12, 223, 194, 403, 832
449, 6, 1146, 373, 123, 372
450, 12, 220, 189, 398, 855
450, 6, 1151, 378, 141, 357
451, 12, 217, 189, 403, 855
451, 6, 1154, 379, 155, 353
452, 12, 155, 190, 458, 883
452, 6, 1157, 381, 154, 352
453, 12, 178, 194, 402, 882
453, 6, 1164, 378, 152, 360
454, 12, 147, 201, 423, 864
454, 6, 1167, 378, 154, 359
455, 12, 121, 171, 398, 885
455, 6, 1181, 379, 152, 354
456, 12, 77, 164, 401, 889
456, 6, 1194, 379, 153, 350
457, 12, 55, 156, 387, 903
457, 6, 1208, 381, 140, 346
458, 12, 52, 146, 355, 923
458, 6, 1227, 374, 125, 354
459, 12, 33, 146, 366, 926
459, 6, 1236, 374, 119, 358
460, 12, 24, 135, 381, 946
460, 6, 1246, 366, 115, 372
461, 12, 5, 128, 351, 962
461, 6, 1250, 373, 116, 354
462, 12, -3, 117, 348, 981
462, 6, 1260, 373, 115, 352
463, 12, -6, 117, 348, 986
463, 6, 1269, 378, 117, 342
464, 12, -6, 128, 330, 965
464, 6, 1277, 381, 112, 342
